n|name|sentiment_score|popularity|words|wordsSep|wordsProbabilities|topPopularityURLs|topSentimentURLs
57|topic_57|0.052446584804297765|0.009723487830158169|[('baby', 0.060078501185221456), ('care', 0.049383580386429517), ('birth', 0.025348511071554232), ('pregnancy', 0.024670243111398732), ('health', 0.017822369021686924), ('home', 0.015939273353215586), ('need', 0.014798427801815967), ('massage', 0.013296250794827814), ('family', 0.012955531999051395), ('mother', 0.01248612687071032)]|baby,care,birth,pregnancy,health,home,need,massage,family,mother|0.0601,0.0494,0.0253,0.0247,0.0178,0.0159,0.0148,0.0133,0.013,0.0125|https://www.yourevercare.com/faq/,https://www.amtamassage.org/research/Consumer-Survey-Fact-Sheets.html?src=navdropdown,https://www.yourevercare.com/care-management/,https://www.yourevercare.com,https://www.yourevercare.com/rehabilitation-care/,https://www.yourevercare.com/joinus/,https://www.yourevercare.com/health-membership/,brightside.me/inspiration-health/how-to-detect-and-prevent-the-first-signs-of-aging-544210/,https://www.yourevercare.com/elderly-care/,https://www.yourevercare.com/referral-programme/|www.bbc.co.uk/news/stories-44876858,trib.al/jM7tDT3,www.sassyhongkong.com/whats-on-hk-staycation-summer-hong-kong-hotel-deals/,https://www.facebook.com/BalanceHealthHK/posts?__xts__%5B0%5D=33.%7B%22logging_data%22%3A%7B%22page_id%22%3A1405468833008207%2C%22event_type%22%3A%22clicked_all_page_posts%22%2C%22impression_info%22%3A%22eyJmIjp7InBhZ2VfaWQiOiIxNDA1NDY4ODMzMDA4MjA3IiwiaXRlbV9jb3VudCI6IjAifX0%22%2C%22surface%22%3A%22www_pages_home%22%2C%22interacted_story_type%22%3A%22565413710334575%22%2C%22session_id%22%3A%22dc0b87ca6dff495a5971037a4586896a%22%7D%7D,https://www.yourevercare.com/faq/,https://realhouse.tips/about-us,http://www.balancehealth.com.hk/about-us/testimonials/,righthomeremedies.com/10-best-home-remedies-for-dengue-fever-at-home/,www.healthline.com/nutrition/vitamin-b12-benefits,https://www.mindnlife.com/testimonials/
58|topic_58|0.03806784343821949|0.004825090637689539|[('course', 0.021147770736226906), ('will', 0.016952912307030686), ('common', 0.01658271192103597), ('core', 0.012617273666434729), ('cluster', 0.010884122839457175), ('system', 0.0090847890302220291), ('period', 0.0085484973000734751), ('programme', 0.008498277282119604), ('make', 0.0071884724332066706), ('year', 0.0070470018616348986)]|course,will,common,core,cluster,system,period,programme,make,year|0.0211,0.017,0.0166,0.0126,0.0109,0.0091,0.0085,0.0085,0.0072,0.007|http://commoncore.hku.hk,http://tl.hku.hk/common-core-curriculum/,https://tl.hku.hk/horizons/overview/laidlaw/,http://hyy.com.hk/about-hyy/chinese-specialty-clinics/,bit.ly/2pkwzuK,http://commoncore.hku.hk/dls,https://realhouse.tips/blog/post/magnesium-stearate-soapy-lubricant-toxic-material/,http://www.balancehealth.com.hk/tag/suman-mcdonald/,http://ghelc.hku.hk/experiential-learning-fund/,http://consensus.nih.gov/1997/1997Acupuncture107html.htm|www.sassyhongkong.com/the-best-swimwear-stores-in-hong-kong-and-online/,www.sassyhongkong.com/living-coworking-spaces-hong-kong/,bit.ly/2LmlR0P,buff.ly/2hpbRKq,https://tl.hku.hk/tl/teas2012/,www.sassyhongkong.com/eat-drink-avocado-toast-hong-kong/,www.sassyhongkong.com/best-swimming-pools-in-hong-kong/,www.sassyhongkong.com/top-five-running-spots-hong-kong/,www.sassyhongkong.com/whats-on-hk-lamma-island-neighbourhood-guide-eat-drink-shop/,www.sassyhongkong.com/sassys-guide-to-taobao-style/
59|topic_59|0.11763499616270146|0.03222900347974275|[('hong', 0.031566082169991447), ('kong', 0.027110850486789032), ('sassy', 0.010795332542501425), ('offer', 0.0095063028072137588), ('shop', 0.009348050201247772), ('best', 0.0081890437562268312), ('image', 0.0075824483531115464), ('city', 0.0074462862512805613), ('make', 0.0069923992668147125), ('event', 0.0067836389091649367)]|hong,kong,sassy,offer,shop,best,image,city,make,event|0.0316,0.0271,0.0108,0.0095,0.0093,0.0082,0.0076,0.0074,0.007,0.0068|https://www.sassyhongkong.com/where-to-buy-engagement-rings-in-hong-kong/,www.sassyhongkong.com/eat-drink-whats-new-852-dining-promotions-deals-restaurants-little-bao-pici-brunch-menus/,www.sassyhongkong.com/beauty-natural-organic-spa-treatment-massage-facial/,https://www.sassyhongkong.com/sassys-top-wedding-planners-in-hong-kong/,https://www.sassyhongkong.com/about-us/,https://www.sassyhongkong.com/weddings-fair-ritz-carlton-plan-hotel-inspiration/,www.sassyhongkong.com/eat-drink-byob-bring-your-own-alcohol-restaurants/,https://www.sassyhongkong.com/home-decor-domus-premium-cotton-bed-sheets-linen/,www.sassyhongkong.com/health-fitness-pure-yoga-studio-new-location-star-street-wan-chai,www.sassyhongkong.com/eat-drink-restaurants-group-dining-book-dinner-crowd-party/|www.sassyhongkong.com/the-best-swimwear-stores-in-hong-kong-and-online/,www.sassyhongkong.com/beauty-nail-art-best-salons-manicure-pedicure/,www.sassyhongkong.com/eat-drink-breakfast-ultimate-guide-restaurants-food-coffee/,bit.ly/2HCvefl,www.sassyhongkong.com/where-to-buy-engagement-rings-in-hong-kong/,bit.ly/2KbzfUJ,https://www.sassyhongkong.com/where-to-buy-engagement-rings-in-hong-kong/,www.sassyhongkong.com/50-local-hong-kong-brands-style/,www.sassyhongkong.com/living-coworking-spaces-hong-kong/,www.sassyhongkong.com/eat-drink-best-italian-restaurants-cuisine-food-pasta/
60|topic_60|0.01831151189562548|0.002141845607409438|[('finance', 0.021860755112485912), ('fintech', 0.021692377937269081), ('technology', 0.014223819169684418), ('brava', 0.011186773874539174), ('credit', 0.01055188586113693), ('cook', 0.0094117834837131563), ('world', 0.0089202259346496202), ('will', 0.0089180879075989889), ('regulation', 0.0087394344673212762), ('include', 0.0083602342467378622)]|finance,fintech,technology,brava,credit,cook,world,will,regulation,include|0.0219,0.0217,0.0142,0.0112,0.0106,0.0094,0.0089,0.0089,0.0087,0.0084|https://tl.hku.hk/out-of-class-credits/,trib.al/fHBpRh6,https://tl.hku.hk/common-core-distinguished-lecture-2-by-professor-richard-muller/,https://tl.hku.hk/tag/tl/,https://tl.hku.hk/elearningblog/page/3/,https://tl.hku.hk/tag/edx/,http://in.reuters.com/video/2015/07/29/hong-kong-on-charge-to-make-it-more-ev-f?videoId=365108793,www.sassyhongkong.com/eat-drink-happy-hour-deals-quarry-bay-district-bars-specials/,https://tl.hku.hk/2018/05/promoting-and-enabling-technology-enriched-learning-challenges-and-strategies/,brightside.me/inspiration-health/what-can-lead-to-a-heart-attack-and-how-to-avoid-it-please-read-557960/|https://tl.hku.hk/tag/mooc/,www.sassyhongkong.com/whats-on-hk-may-events-2018/,www.sassyhongkong.com/eat-drink-bars-hidden-speakeasy-nightlife-clubs/,https://tl.hku.hk/tag/edx/,trib.al/fHBpRh6,www.sassyhongkong.com/lifestyle-china-mobile-privilege-club-priority-member/,goo.gl/vvvGvT,www.sassyhongkong.com/style-local-sustainable-fashion-brand-eco-ethical/,trib.al/zkp6aeq,www.sassyhongkong.com/health-vegan-benefits-challenges-diet-animal-products/
61|topic_61|0.044458787413660786|0.018600589064062988|[('health', 0.040140855417909002), ('mental', 0.028967078692318841), ('people', 0.022400365664174065), ('disorder', 0.022109697221584162), ('anxiety', 0.021276412098283876), ('depression', 0.018628591628394878), ('problem', 0.0093776012724920994), ('support', 0.0089982560797610706), ('help', 0.0088754928826645981), ('stress', 0.0085955713560151078)]|health,mental,people,disorder,anxiety,depression,problem,support,help,stress|0.0401,0.029,0.0224,0.0221,0.0213,0.0186,0.0094,0.009,0.0089,0.0086|http://www.who.int/mediacentre/factsheets/fs369/en/,https://www.mind.org.hk/,trib.al/DdEi4Kn,https://www.mind.org.hk/stories/story-1/,https://www.mind.org.hk/mind_hk_events/,bbc.in/2uqhfAI,https://www.mind.org.hk/stories/another-post/,icd.who.int/browse11/l-m/en,https://www.mind.org.hk/destigmatizing-mental-health/,http://www.nimh.nih.gov/health/statistics/prevalence/any-anxiety-disorder-among-adults.shtml|www.bbc.co.uk/news/stories-44876858,trib.al/jM7tDT3,bit.ly/brava-oven,www.healthline.com/health/fitness-exercises/10-best-exercises-everyday,https://www.mindnlife.com/testimonials/,http://www.balancehealth.com.hk/5-natural-ways-to-beat-jet-lag/,http://www.health.harvard.edu/blog/mindfulness-meditation-may-ease-anxiety-mental-stress-201401086967,trib.al/7RJJdie,trib.al/ZC5MLwP,righthomeremedies.com/top-10-reasons-japanese-women-stay-slim-and-dont-look-old/
62|topic_62|0.017760399079048354|0.004023357438801125|[('measles', 0.0258987318301926), ('pill', 0.019720004869175741), ('birth', 0.012563514134422547), ('control', 0.01239827236044287), ('headache', 0.010006286258642524), ('immunization', 0.0091687258117252278), ('day', 0.0090560746141664754), ('risk', 0.008391243376815679), ('last', 0.0081704182714648615), ('will', 0.0080982269052580786)]|measles,pill,birth,control,headache,immunization,day,risk,last,will|0.0259,0.0197,0.0126,0.0124,0.01,0.0092,0.0091,0.0084,0.0082,0.0081|trib.al/EqflZkW,bit.ly/2K999T2,brightside.me/inspiration-health/7-harmful-foods-we-often-give-to-our-children-547210/,www.eventbrite.hk/e/bbc-world-questions-public-debate-in-hong-kong-registration-35377451911%3Faff%3Defbevent,https://www.youtube.com/watch?v=PUvC7JMNU84,https://tl.hku.hk/common-core-distinguished-lecture-1-by-professor-sander-gilman/,bit.ly/2KaprKS,bit.ly/2H3td8z,bit.ly/2EY5hkf,trib.al/aEb319d|www.sassyhongkong.com/eat-drink-happy-hour-deals-tsim-sha-tsui-district-bars-specials/,www.sassyhongkong.com/best-swimming-pools-in-hong-kong/,www.healthline.com/nutrition/vitamin-b12-benefits,www.sassyhongkong.com/outdoor-sports-hong-kong-whatsonhk/,trib.al/aEb319d,www.sassyhongkong.com/style-local-sustainable-fashion-brand-eco-ethical/,trib.al/7ZYt0Mp,trib.al/DqWeJrx,www.sassyhongkong.com/eat-drink-obe-organic-beef-sustainable-meat-recipe/,trib.al/bS7048r
63|topic_63|0.08408165771297008|0.027546352083601955|[('body', 0.022148090557574527), ('life', 0.020953621085612557), ('health', 0.015441514019882818), ('mind', 0.013536164955307343), ('stress', 0.011817884252221052), ('hong', 0.010486031016498091), ('kong', 0.010455978219968277), ('energy', 0.010069542881792466), ('support', 0.0091668749117482899), ('physical', 0.0090103189675116817)]|body,life,health,mind,stress,hong,kong,energy,support,physical|0.0221,0.021,0.0154,0.0135,0.0118,0.0105,0.0105,0.0101,0.0092,0.009|http://www.balancehealth.com.hk/health-tips/winter-tips/,http://www.balancehealth.com.hk/hypnotherapy/,http://www.balancehealth.com.hk/physical-performance/,http://www.balancehealth.com.hk/free-holistic-health-advice/,www.sassyhongkong.com/whats-on-hk-shek-tong-tsui-hku-neighbourhood-guide-eat-drink-shop/,https://www.sassyhongkong.com/health-fitness-mental-stress-mind-expert/,http://www.balancehealth.com.hk/tag/dr-stanley-cheung/,http://www.balancehealth.com.hk/rediscover-the-joy-of-living/,http://www.balancehealth.com.hk/calm-and-clear-is-a-breath-away/,http://www.balancehealth.com.hk/classical-feng-shui/|www.sassyhongkong.com/the-best-swimwear-stores-in-hong-kong-and-online/,www.sassyhongkong.com/living-coworking-spaces-hong-kong/,www.sassyhongkong.com/beauty-nail-art-best-salons-manicure-pedicure/,bit.ly/2HCvefl,www.healthline.com/nutrition/9-foods-to-help-you-sleep,http://www.sassyhongkong.com/influencer-that-girl-resham-daswani-founder-spiral-spaces-tea-meditation/,www.sassyhongkong.com/eat-drink-cupcakes-cakes-sweet-dessert-afternoon-tea/,www.sassyhongkong.com/eat-drink-happy-hour-deals-tsim-sha-tsui-district-bars-specials/,https://tl.hku.hk/tl/teas2012/,www.sassyhongkong.com/eat-drink-new-brunches-under-500-hong-kong/
64|topic_64|0.05240913277052954|0.01271280916731385|[('close', 0.10354963610407474), ('modal', 0.099457275861383046), ('window', 0.055366384520822397), ('activate', 0.054518594983220085), ('press', 0.053648518812861715), ('escape', 0.053081871586601999), ('button', 0.05256357525506232), ('key', 0.05071723921127845), ('body', 0.012759730112574186), ('post', 0.0084823113848750756)]|close,modal,window,activate,press,escape,button,key,body,post|0.1035,0.0995,0.0554,0.0545,0.0536,0.0531,0.0526,0.0507,0.0128,0.0085|trib.al/JqAXXck,trib.al/79NkXOV,trib.al/qRDTsgI,trib.al/lLkyxQ0,trib.al/KUqnY49,trib.al/gROHIfw,trib.al/BV9kG9M,trib.al/kUtuKe8,trib.al/9b9lwp8,trib.al/zzusTlE|trib.al/Jew0GVz,www.sassyhongkong.com/eat-drink-happy-hour-deals-causeway-bay-district-bars-specials/,trib.al/1TMcmZ9,trib.al/ygKB3FT,http://www.babycenter.com/0_fertility-diet-the-nutrients-you-need-to-conceive_1460692.bc,righthomeremedies.com/parsley-leaves-benefits-and-uses-of-parsley-leaves/,www.healthline.com/nutrition/cocoa-powder-nutrition-benefits,trib.al/dny6fPT,trib.al/PhJRuyO,trib.al/rSiZ7yM
65|topic_65|0.02130330007674597|0.0030109082738313873|[('baby', 0.055479831131006171), ('outbreak', 0.028425639424158811), ('report', 0.023114294587776408), ('infant', 0.021890022478290472), ('illness', 0.021474104858081891), ('health', 0.01664432360660071), ('recovery', 0.015459364078821669), ('july', 0.013531061854875256), ('child', 0.013091814155676156), ('cotton', 0.012788205242143779)]|baby,outbreak,report,infant,illness,health,recovery,july,child,cotton|0.0555,0.0284,0.0231,0.0219,0.0215,0.0166,0.0155,0.0135,0.0131,0.0128|trib.al/ZadBvhx,trib.al/IFnC8lX,https://realhouse.tips/maternal-child/baby-organic-cotton-products.html,http://www.balancehealth.com.hk/cranial-osteopathy-babies/,bit.ly/2oSHf1O,http://www.balancehealth.com.hk/heavy-metals-essential-nutrients-test/,trib.al/wp9sAAq,https://realhouse.tips/maternal-child.html,http://www.balancehealth.com.hk/test-kits-faq/,trib.al/wJ9uCib|www.sassyhongkong.com/best-swimming-pools-in-hong-kong/,bit.ly/brava-oven,https://realhouse.tips/about-us,trib.al/aZadlnG,trib.al/MhSj899,https://realhouse.tips/blog/post/new-era-family-health-stores/,trib.al/gb8Gxqd,righthomeremedies.com/how-to-get-rid-of-dark-underarms-overnight-permanently/,trib.al/dzg83S3,trib.al/a6A36ZT
66|topic_66|0.06139900230237912|0.010763577798454396|[('vitamin', 0.06741350589915053), ('iron', 0.019058348040569273), ('calcium', 0.017282915774270931), ('body', 0.016577721089337499), ('supplement', 0.016546814693359162), ('bone', 0.016360016436646783), ('help', 0.015478766250529311), ('d', 0.014233631132245819), ('nutrient', 0.01358581035466268), ('blood', 0.013169494631696954)]|vitamin,iron,calcium,body,supplement,bone,help,d,nutrient,blood|0.0674,0.0191,0.0173,0.0166,0.0165,0.0164,0.0155,0.0142,0.0136,0.0132|www.medicalnewstoday.com/articles/322296.php,https://realhouse.tips/real-unique-osteocalcium-tablets.html,https://realhouse.tips/blog/post/babies-and-adults-need-vitamin-d/,https://www.facebook.com/NutritionSolutionLifestyle/,http://hyy.com.hk/product-category/liver-eye-health/,health.clevelandclinic.org/kick-your-sugar-addiction-with-these-5-snacks/,trib.al/UFniJYk,https://realhouse.tips/real-unique-prostate-care-formula.html,https://realhouse.tips/real-beauty-eternity.html,goo.gl/HBtJoQ|www.sassyhongkong.com/the-best-swimwear-stores-in-hong-kong-and-online/,righthomeremedies.com/how-to-whiten-yellow-teeth-naturally-at-home-in-2-minutes/,trib.al/9blaJgV,www.healthline.com/health/fruit-combos-for-breakfast,https://realhouse.tips/real-beauty-skin.html,http://www.nuzest.co.uk,brightside.me/inspiration-health/learn-about-teas-that-are-proven-to-promote-weight-loss-541410/,righthomeremedies.com/eye-bags-causes-how-to-remove-eye-bags-permanently/,https://realhouse.tips/about-us,https://realhouse.tips/real-beauty-eternity.html
67|topic_67|0.05838741366078281|0.020259822055793356|[('will', 0.032271716182122816), ('cause', 0.025041185429284511), ('cold', 0.021517619562276106), ('body', 0.018740710145731379), ('food', 0.018329999930794139), ('stomach', 0.017460546082200115), ('water', 0.015143549745108172), ('eat', 0.01271873138180432), ('time', 0.012204460320517552), ('people', 0.011058157309975789)]|will,cause,cold,body,food,stomach,water,eat,time,people|0.0323,0.025,0.0215,0.0187,0.0183,0.0175,0.0151,0.0127,0.0122,0.0111|goo.gl/94Bzet,goo.gl/YDcxLt,goo.gl/HCJnQD,goo.gl/ekwkWh,goo.gl/84wPid,goo.gl/9Zjh9H,goo.gl/eG4joV,goo.gl/vrpezt,goo.gl/jFmTQM,goo.gl/ejGyFU|bit.ly/2HCvefl,http://www.motherearthnews.com/natural-health/natural-allergy-remedies-zmaz06aszraw.aspx,righthomeremedies.com/how-to-whiten-yellow-teeth-naturally-at-home-in-2-minutes/,www.healthline.com/nutrition/9-foods-to-help-you-sleep,https://www.facebook.com/BalanceHealthHK/posts?__xts__%5B0%5D=33.%7B%22logging_data%22%3A%7B%22page_id%22%3A1405468833008207%2C%22event_type%22%3A%22clicked_all_page_posts%22%2C%22impression_info%22%3A%22eyJmIjp7InBhZ2VfaWQiOiIxNDA1NDY4ODMzMDA4MjA3IiwiaXRlbV9jb3VudCI6IjAifX0%22%2C%22surface%22%3A%22www_pages_home%22%2C%22interacted_story_type%22%3A%22565413710334575%22%2C%22session_id%22%3A%22dc0b87ca6dff495a5971037a4586896a%22%7D%7D,www.sassyhongkong.com/eat-drink-happy-hour-deals-kennedy-town-district-bars-specials/,righthomeremedies.com/2018/03/04/the-most-powerful-lemon-and-garlic-mixture-to-clean-your-arteries-and-prevent-heart-attacks/,http://www.nuzest.co.uk,brightside.me/inspiration-health/learn-about-teas-that-are-proven-to-promote-weight-loss-541410/,trib.al/6Bhy5mQ
68|topic_68|0.10056143514965463|0.018247810767800365|[('will', 0.016256806561480777), ('find', 0.011433171976851068), ('know', 0.01097346073969376), ('good', 0.0098246191950634443), ('blog', 0.0096016899013470422), ('great', 0.0080966786886401947), ('website', 0.0080243163502189928), ('read', 0.007930764431728899), ('want', 0.0077790206769880769), ('site', 0.0077557327296201043)]|will,find,know,good,blog,great,website,read,want,site|0.0163,0.0114,0.011,0.0098,0.0096,0.0081,0.008,0.0079,0.0078,0.0078|www.medicalnewstoday.com/articles/322532.php,righthomeremedies.com/how-to-increase-height-naturally-and-grow-taller-instantly/,righthomeremedies.com/how-to-cure-migraine-permanently-without-any-medicine/,https://sparpedia.at/,https://mrdiscountcode.hk/top-20-technology-blogs/,https://drive.google.com/,https://couponcode.ng/,righthomeremedies.com/remedies-for-cold-and-cough-in-babies/,http://healthylivingblogs.com/,https://mrdiscountcode.hk/top-20-lifestyle-blogger/|www.sassyhongkong.com/eat-drink-breakfast-ultimate-guide-restaurants-food-coffee/,http://www.motherearthnews.com/natural-health/natural-allergy-remedies-zmaz06aszraw.aspx,www.sassyhongkong.com/50-local-hong-kong-brands-style/,www.sassyhongkong.com/the-best-swimwear-stores-in-hong-kong-and-online/,www.sassyhongkong.com/sassys-guide-vintage-stores-hong-kong-style/,http://www.nuzest.co.nz,www.sassyhongkong.com/eat-drink-vegan-restaurants-veggie-friendly-health/,www.sassyhongkong.com/fitness-outdoors-best-beach-swimming-hikes-trails/,http://www.sassyhongkong.com/influencer-that-girl-resham-daswani-founder-spiral-spaces-tea-meditation/,https://www.sassyhongkong.com/influencers-that-girl-alexandra-foster-acf-founder-ceo/
69|topic_69|0.04588353798925557|0.010982089705617568|[('will', 0.02147322022014108), ('delivery', 0.018118185098620742), ('order', 0.015234779026532844), ('product', 0.014364071679330093), ('website', 0.011212574268682468), ('customer', 0.010837352653396656), ('hyycomhk', 0.0094319509628580257), ('provide', 0.0086379812962310218), ('time', 0.0080064698201429123), ('information', 0.0076684126404713091)]|will,delivery,order,product,website,customer,hyycomhk,provide,time,information|0.0215,0.0181,0.0152,0.0144,0.0112,0.0108,0.0094,0.0086,0.008,0.0077|https://gifthampers.com.hk/ghen/hong-kong-hamper-free-delivery-faq,https://gifthampers.com.hk/ghen/hong-kong-hamper-free-delivery,https://gifthampers.com.hk/ghen/faq-hong-kong-hamper-delivery,http://hyy.com.hk/terms-conditions/,https://gifthampers.com.hk/ghen/hong-kong-hamper-delivery-terms-conditions,https://www.sardinianiche.com/payment-delivery/,https://www.sassyhongkong.com/terms-of-use/,https://gifthampers.com.hk/ghen/track-orders,https://www.yourevercare.com/appointment/,https://gifthampers.com.hk/ghen/privacy-policy|www.sassyhongkong.com/eat-drink-bars-hidden-speakeasy-nightlife-clubs/,https://www.linkedin.com/legal/privacy-policy,www.sassyhongkong.com/whats-on-hk-volunteer-charities-organisations/,www.sassyhongkong.com/eat-drink-flying-elk-restaurant-nordic-comfort-food-bjorn-frantzen/,www.sassyhongkong.com/eat-drink-hot-new-tables-july-restaurants-hong-kong-2018/,www.sassyhongkong.com/eat-drink-kebab-turkish-middle-eastern-food/,https://gifthampers.com.hk/ghen/hong-kong-hamper-delivery-terms-conditions,https://tl.hku.hk/horizons/overview/ngl/,www.sassyhongkong.com/lifestyle-culture-instagrm-apps-insta-story-tips/,https://www.sassyhongkong.com/faqs/
70|topic_70|0.08257970069071373|0.021603378827720208|[('hong', 0.015392562018636872), ('kong', 0.011488651811834224), ('take', 0.010675641640729384), ('one', 0.0083987428331414645), ('beach', 0.0074365752929161999), ('island', 0.0073020276517399944), ('road', 0.0069524187951672499), ('city', 0.0067835446242597861), ('hike', 0.0063995638001944875), ('wan', 0.0063341387181742887)]|hong,kong,take,one,beach,island,road,city,hike,wan|0.0154,0.0115,0.0107,0.0084,0.0074,0.0073,0.007,0.0068,0.0064,0.0063|www.sassyhongkong.com/eat-drink-bars-pubs-specials-happy-hour-april/,www.sassyhongkong.com/sex-dating-finding-g-spot-advice/,www.sassyhongkong.com/fitness-lights-out-boxing-full-body-workout-cardio-class/,www.sassyhongkong.com/eat-drink-eco-friendly-sustainable-restaurants-recycle-plastic-free/,www.sassyhongkong.com/whats-on-hk-nan-fung-place-summer-discounts-shopping-restaurants/,bit.ly/2J0K7ET,bit.ly/2N3UjPv,www.sassyhongkong.com/eat-drink-shake-shack-american-nyc-burgers-milkshake-hong-kong/,www.sassyhongkong.com/whats-on-hk-best-karaoke-bars/,bit.ly/2KVMehm|www.sassyhongkong.com/beauty-nail-art-best-salons-manicure-pedicure/,www.sassyhongkong.com/whats-on-hk-tsim-sha-tsui-neighbourhood-guide-eat-drink-shop/,https://www.sassyhongkong.com/whats-on-hk-dogs-guide-hong-kong-best-beaches-bars-parks-hikes/,www.sassyhongkong.com/eat-drink-breakfast-ultimate-guide-restaurants-food-coffee/,bit.ly/2HCvefl,bit.ly/2lX4j0w,www.sassyhongkong.com/eat-drink-vegan-restaurants-veggie-friendly-health/,http://willtuttle.com/will.htm,bit.ly/2LmlR0P,www.sassyhongkong.com/fitness-outdoors-best-beach-swimming-hikes-trails/
71|topic_71|0.0511397160399079|0.011544022186005315|[('skin', 0.051498063240940577), ('face', 0.019678847499366013), ('depositphotoscom', 0.018969852244455545), ('help', 0.012817190918985491), ('ofthe', 0.011639273117612602), ('wrinkle', 0.011366236383487164), ('inthe', 0.0098871365586653132), ('acne', 0.0097226906902919338), ('mask', 0.00930884504199294), ('blackhead', 0.0081730152082745231)]|skin,face,depositphotoscom,help,ofthe,wrinkle,inthe,acne,mask,blackhead|0.0515,0.0197,0.019,0.0128,0.0116,0.0114,0.0099,0.0097,0.0093,0.0082|brightside.me/inspiration-health/your-bones-are-getting-weaker-year-after-year-but-there-are-ways-to-keep-them-healthy-543110/,www.medicalnewstoday.com/articles/322617.php,trib.al/XYxvSxa,trib.al/8TxOxo8,www.everydayhealth.com/columns/my-health-story/ketogenic-diet-helped-me-rethink-fat-lose-weight-as-result,trib.al/zLbyRZj,trib.al/6nmZLaq,trib.al/xZWjPQA,www.healthline.com/nutrition/vitamin-b12-benefits,www.everydayhealth.com/rheumatoid-arthritis/symptoms/rheumatoid-arthritis-and-anemia|righthomeremedies.com/how-to-whiten-yellow-teeth-naturally-at-home-in-2-minutes/,www.sassyhongkong.com/junk-trip-guide-hong-kong/,www.sassyhongkong.com/eat-drink-happy-hour-deals-wan-chai-district-bars-specials/,www.sassyhongkong.com/eat-drink-bars-ladies-night-deals-happy-hour-drinks/,www.healthline.com/nutrition/9-foods-to-help-you-sleep,www.sassyhongkong.com/eat-drink-dim-restaurants-dumplings-best-for-every-occassion/,righthomeremedies.com/eye-bags-causes-how-to-remove-eye-bags-permanently/,https://realhouse.tips/real-beauty-skin.html,brightside.me/inspiration-health/learn-about-teas-that-are-proven-to-promote-weight-loss-541410/,www.healthline.com/health/fitness-exercises/10-best-exercises-everyday
72|topic_72|0.02189163468917882|0.0034751978015124816|[('pm', 0.019696596562084223), ('year', 0.012156052668600323), ('street', 0.0097829543728417383), ('time', 0.0092964295569542485), ('world', 0.0072065325534021191), ('engage', 0.0070554251051808394), ('sham', 0.0068897489890303188), ('penang', 0.0068333876482848631), ('roller', 0.006804064658054736), ('shui', 0.0060396202527875789)]|pm,year,street,time,world,engage,sham,penang,roller,shui|0.0197,0.0122,0.0098,0.0093,0.0072,0.0071,0.0069,0.0068,0.0068,0.006|https://whatsin.hk,https://www.youtube.com/watch?v=rDjeBoesyXc,http://www.worldpeacediet.com/upcoming-events/,trib.al/G36rAPO,trib.al/GNI5pz1,https://gifthampers.com.hk/ghen/mid-autumn-hampers/festive-fruit-hamper-with-maxim-mooncake-wine-or-champagne,trib.al/nelsKZk,www.sassyhongkong.com/health-fitness-running-tips-training-5k-race-beginners/,trib.al/P4L5jrn,www.sassyhongkong.com/wellness-hikes-trails-adventure-bucket-list/|www.sassyhongkong.com/whats-on-hk-tsim-sha-tsui-neighbourhood-guide-eat-drink-shop/,www.sassyhongkong.com/eat-drink-vegan-restaurants-veggie-friendly-health/,www.sassyhongkong.com/wellness-hikes-trails-adventure-bucket-list/,www.sassyhongkong.com/travel-local-guide-penang-georgetown-malaysia/,www.sassyhongkong.com/eat-drink-bars-rooftop-outdoor-drink-dine-view/,www.sassyhongkong.com/health-fitness-running-tips-training-5k-race-beginners/,bit.ly/2NKrlTZ,https://www.sassyhongkong.com/about-us/team-sassy/,www.sassyhongkong.com/eat-drink-kebab-turkish-middle-eastern-food/,www.sassyhongkong.com/lifestyle-china-mobile-privilege-club-priority-member/
