n|name|sentiment_score|popularity|words|wordsSep|wordsProbabilities|topPopularityURLs|topSentimentURLs
23|topic_23|0.046683844973138905|0.009824865959244346|[('run', 0.023536899531102787), ('time', 0.01330101461229498), ('take', 0.011884011562564491), ('make', 0.0100796895748423), ('will', 0.010060408638653999), ('work', 0.00857152386998517), ('help', 0.0075121906531558482), ('well', 0.0074031009679015524), ('find', 0.0068227748060628148), ('feel', 0.0062699202659300861)]|run,time,take,make,will,work,help,well,find,feel|0.0235,0.0133,0.0119,0.0101,0.0101,0.0086,0.0075,0.0074,0.0068,0.0063|www.stethnews.com/1319/use-of-turmeric-and-honey-recipe-will-blow-you-away/,topick.hket.com/article/1822658,bit.ly/2H5Ro4U,trib.al/zhwYTGT,trib.al/lYUdO8t,trib.al/B6IGokW,https://coastalfitnesshk.com/,bit.ly/2xKdeZR,www.bbc.co.uk/news/uk-44924406,trib.al/Wyinxi9|bit.ly/2HCvefl,www.sassyhongkong.com/beauty-nail-art-best-salons-manicure-pedicure/,http://www.nuzest.co.nz,bit.ly/brava-oven,www.sassyhongkong.com/eat-drink-happy-hour-deals-causeway-bay-district-bars-specials/,http://www.nuzest.co.uk,www.sassyhongkong.com/travel-destinations-mother-daughter-getaway-trips/,https://www.facebook.com/BalanceHealthHK/posts?__xts__%5B0%5D=33.%7B%22logging_data%22%3A%7B%22page_id%22%3A1405468833008207%2C%22event_type%22%3A%22clicked_all_page_posts%22%2C%22impression_info%22%3A%22eyJmIjp7InBhZ2VfaWQiOiIxNDA1NDY4ODMzMDA4MjA3IiwiaXRlbV9jb3VudCI6IjAifX0%22%2C%22surface%22%3A%22www_pages_home%22%2C%22interacted_story_type%22%3A%22565413710334575%22%2C%22session_id%22%3A%22dc0b87ca6dff495a5971037a4586896a%22%7D%7D,https://www.mindnlife.com/testimonials/,www.sassyhongkong.com/style-swimsuit-bikini-swimwear-boat-fashion/
24|topic_24|0.06483595548733691|0.00962296426575663|[('dish', 0.017180892354043232), ('chicken', 0.015957888283385159), ('meat', 0.011786204767675291), ('serve', 0.011739235012733574), ('soup', 0.011449208033414772), ('sauce', 0.011356455648109016), ('noodle', 0.010650115019854118), ('restaurant', 0.0096991506597033494), ('pork', 0.0096704171343962864), ('rice', 0.0095235661220756645)]|dish,chicken,meat,serve,soup,sauce,noodle,restaurant,pork,rice|0.0172,0.016,0.0118,0.0117,0.0114,0.0114,0.0107,0.0097,0.0097,0.0095|www.sassyhongkong.com/eat-drink-fathers-day-2018-restaurant-dining-brunch-specials-menus/,www.sassyhongkong.com/whats-on-hk-volunteer-charities-organisations/,https://www.facebook.com/GreenMondayHK/,www.sassyhongkong.com/whats-on-hk-tsim-sha-tsui-neighbourhood-guide-eat-drink-shop/,www.sassyhongkong.com/weddings-destination-ceremony-asia-hotel/,goo.gl/5xZgGj,trib.al/1jy0zkf,bit.ly/2Iyx50e,www.sassyhongkong.com/eat-drink-best-egg-tarts-desserts-local-bakery-sweet-treat-portugese-pastry/,bit.ly/2AtjAMP|www.sassyhongkong.com/whats-on-hk-tsim-sha-tsui-neighbourhood-guide-eat-drink-shop/,www.sassyhongkong.com/whats-on-hk-dogs-guide-hong-kong-best-beaches-bars-parks-hikes/,www.sassyhongkong.com/the-best-swimwear-stores-in-hong-kong-and-online/,www.sassyhongkong.com/living-neigbourhood-guide-sai-ying-pun/,www.sassyhongkong.com/eat-drink-best-egg-tarts-desserts-local-bakery-sweet-treat-portugese-pastry/,www.sassyhongkong.com/living-florists-flowers-bouquets-gifts/,www.sassyhongkong.com/home-where-to-buy-birthday-presents-gifts/,www.sassyhongkong.com/eat-drink-fathers-day-2018-restaurant-dining-brunch-specials-menus/,www.sassyhongkong.com/sassys-top-wedding-planners-in-hong-kong/,www.sassyhongkong.com/eat-drink-best-ramen-noodles-japanese-food-hong-kong-island-kowloon/
25|topic_25|0.025575057559478122|0.0029756422394679035|[('video', 0.0293916037394659), ('will', 0.018152716218373069), ('download', 0.015805466947568642), ('bamboo', 0.015005538646936543), ('4', 0.013947577180578713), ('lomi', 0.013653876396793652), ('cd', 0.012765006579154557), ('file', 0.012127412525130459), ('quantity', 0.011634305566367485), ('include', 0.011212132984578096)]|video,will,download,bamboo,4,lomi,cd,file,quantity,include|0.0294,0.0182,0.0158,0.015,0.0139,0.0137,0.0128,0.0121,0.0116,0.0112|"http://willtuttle.com/order3.htm,trib.al/rhqNmvY,http://www.balancehealth.com.hk/hawaiian-lomi-lomi-massage/
,www.forbes.com/sites/edelmanhealthcare/2017/09/28/why-asia-is-fast-becoming-a-global-leader-in-neuroscience,http://worldpeacediet.org/download.htm,www.sassyhongkong.com/lifestyle-culture-instagrm-apps-insta-story-tips/,https://www.sassyhongkong.com/influencers-lifestyle-plastic-free-july-sinfree-straws-eliminate-single-use/, '/store/movies/category/1',http://willtuttle.com/madeleine.htm,www.medicalnewstoday.com/articles/322441.php"|http://willtuttle.com/will.htm,www.sassyhongkong.com/eat-drink-vegetarian-vegan-burgers-food/,www.sassyhongkong.com/eat-drink-avocado-toast-hong-kong/,http://willtuttle.com/order3.htm,trib.al/R0UcIwL,bit.ly/2k4SUOy,www.sassyhongkong.com/eat-drink-whats-new-852-dining-promotions-deals-restaurants-mercedes-me-jinjuu-brunch/,www.sassyhongkong.com/beauty-natural-skincare-organic-cream-oil-mask-product/,www.sassyhongkong.com/eat-drink-whats-new-852-dining-promotions-deals-restaurants-gaucho-sunday-roast-le-garcon-saigon/,www.healthline.com/health/pregnancy/water-birth
26|topic_26|0.03061776669224866|0.008545559288137152|[('cancer', 0.10437727780708962), ('lung', 0.020474734758872033), ('liver', 0.018136081410074549), ('breast', 0.014022986683655411), ('tumor', 0.013708797695997272), ('cause', 0.012691277963106639), ('disease', 0.011366681840995195), ('cell', 0.011352967839206937), ('ovarian', 0.0092571153003534988), ('patient', 0.0081471117325311749)]|cancer,lung,liver,breast,tumor,cause,disease,cell,ovarian,patient|0.1044,0.0205,0.0181,0.014,0.0137,0.0127,0.0114,0.0114,0.0093,0.0081|trib.al/ElOAzfv,goo.gl/WAhxNW,http://www.digestivehealth.org.hk/en_us/education-news/gi-info/,bbc.in/2KTBml4,goo.gl/dQbRjy,www.everydayhealth.com/diet-nutrition/diet/every-bun-alternative-your-burger,http://www.worldpeacediet.com/category/wills-essays/current-blogs/page/2/,righthomeremedies.com/top-10-benefits-of-coconut-oil-for-hair-growth/,http://www.worldpeacediet.com/2018-essays/,trib.al/YyCNnhO|trib.al/9blaJgV,bit.ly/2Iyx50e,https://realhouse.tips/real-beauty-skin.html,trib.al/L3naPGt,righthomeremedies.com/eye-bags-causes-how-to-remove-eye-bags-permanently/,https://realhouse.tips/real-beauty-eternity.html,http://www.balancehealth.com.hk/5-natural-ways-to-beat-jet-lag/,trib.al/7RJJdie,righthomeremedies.com/how-to-get-rid-of-dark-neck-with-10-home-remedies/,india.curejoy.com/content/honey-for-weight-loss/
27|topic_27|0.021630890253261703|0.004403194657536022|[('bra', 0.031775284675449295), ('breast', 0.027387102964871072), ('one', 0.015853494149688386), ('lash', 0.013030627161722401), ('boob', 0.012194369361208201), ('cup', 0.01167842533340387), ('eyelash', 0.010807390131501652), ('look', 0.010169971985092044), ('reviewer', 0.010090159418906513), ('formula', 0.0084543396187747172)]|bra,breast,one,lash,boob,cup,eyelash,look,reviewer,formula|0.0318,0.0274,0.0159,0.013,0.0122,0.0117,0.0108,0.0102,0.0101,0.0085|trib.al/OQ7A9Zx,youtu.be/Oa9vUblC0OI,trib.al/ZTjDong,goo.gl/hdTmCA,trib.al/LwyZgWz,trib.al/faTKphb,http://aim.bmj.com/content/24/1/23.short,trib.al/ZpWSMhw,trib.al/RljVC86,trib.al/2Q6HgTP|www.sassyhongkong.com/junk-trip-guide-hong-kong/,trib.al/Jew0GVz,www.sassyhongkong.com/weddings-jessie-gogan-director-ghc-asia-interview/,https://www.mindnlife.com/testimonials/,trib.al/2Q6HgTP,bit.ly/2vBGsLD,www.sassyhongkong.com/eat-drink-takumi-daisuke-mori-japanese-french-restaurant-wan-chai/,trib.al/qOOR4CT,trib.al/a6A36ZT,www.sassyhongkong.com/beauty-lavar-laser-hair-removal-myth/
28|topic_28|0.032325825019186495|0.004638903046758887|[('hair', 0.13711858819535722), ('wax', 0.018577001697590346), ('dental', 0.014544341986583968), ('growth', 0.010146709246540679), ('cocoa', 0.0094988630127575656), ('shampoo', 0.009256293061654321), ('use', 0.0089192304098989466), ('dentistry', 0.0089008999051916771), ('go', 0.0081279361492028), ('laser', 0.0076281190130721536)]|hair,wax,dental,growth,cocoa,shampoo,use,dentistry,go,laser|0.1371,0.0186,0.0145,0.0101,0.0095,0.0093,0.0089,0.0089,0.0081,0.0076|https://tl.hku.hk/elearningblog/page/2/,righthomeremedies.com/what-happens-when-you-put-onions-in-your-socks-overnight/,bbc.in/2JOw49M,trib.al/THpwk88,trib.al/NIdjvZf,trib.al/fNVNXSg,trib.al/Bu5LfPL,www.cdc.gov/vaccinesafety/vaccines/flu-vaccine.html,trib.al/OfJsux0,www.healthdigezt.com/tetralogy-fallot-management/|www.sassyhongkong.com/living-coworking-spaces-hong-kong/,https://tl.hku.hk/tag/flipped-classroom/,https://tl.hku.hk/tl/teaching-excellence-awards/teas2010/,https://tl.hku.hk/tag/teli/,www.sassyhongkong.com/whats-on-hk-staycation-summer-hong-kong-hotel-deals/,https://tl.hku.hk/tl/teas2012/,https://tl.hku.hk/tag/mooc/,www.sassyhongkong.com/whats-on-hk-lamma-island-neighbourhood-guide-eat-drink-shop/,https://tl.hku.hk/tag/elearning/,trib.al/MhSj899
29|topic_29|0.046156561780506526|0.009953787898605793|[('child', 0.071152914623997462), ('parent', 0.031596977250537728), ('family', 0.022089432575847626), ('dr', 0.018013524080436518), ('work', 0.014411289004609872), ('kong', 0.013533242169105964), ('hong', 0.013209943015157457), ('kid', 0.011980448606553977), ('therapy', 0.011649991705777674), ('help', 0.010402169681108178)]|child,parent,family,dr,work,kong,hong,kid,therapy,help|0.0712,0.0316,0.0221,0.018,0.0144,0.0135,0.0132,0.012,0.0116,0.0104|https://www.mindnlife.com/hong-kong-therapists/,https://www.mindnlife.com/family-therapy/,https://www.mindnlife.com/contact/,https://www.mindnlife.com/parenting-for-adhd-workshop/,https://www.mindnlife.com/child-therapy/,https://www.mindnlife.com/,goo.gl/AnfhvK,https://www.mindnlife.com/2018/06/05/depression-treatment-what-works-best/,https://www.mindnlife.com/individual-therapy/,https://www.mindnlife.com/couples-therapy/|www.sassyhongkong.com/eat-drink-best-ramen-noodles-japanese-food-hong-kong-island-kowloon/,buff.ly/2hpbRKq,www.bbc.co.uk/news/stories-44876858,https://www.facebook.com/BalanceHealthHK/posts?__xts__%5B0%5D=33.%7B%22logging_data%22%3A%7B%22page_id%22%3A1405468833008207%2C%22event_type%22%3A%22clicked_all_page_posts%22%2C%22impression_info%22%3A%22eyJmIjp7InBhZ2VfaWQiOiIxNDA1NDY4ODMzMDA4MjA3IiwiaXRlbV9jb3VudCI6IjAifX0%22%2C%22surface%22%3A%22www_pages_home%22%2C%22interacted_story_type%22%3A%22565413710334575%22%2C%22session_id%22%3A%22dc0b87ca6dff495a5971037a4586896a%22%7D%7D,https://realhouse.tips/about-us,http://www.balancehealth.com.hk/about-us/testimonials/,www.healthline.com/nutrition/vitamin-b12-benefits,http://www.health.harvard.edu/blog/mindfulness-meditation-may-ease-anxiety-mental-stress-201401086967,https://www.mindnlife.com/testimonials/,trib.al/E6UovLC
30|topic_30|0.05013572524942441|0.006798968549670813|[('hong', 0.035423786398859798), ('kong', 0.030852412759950636), ('volunteer', 0.015319953853710854), ('work', 0.01505039111628485), ('help', 0.011338325469842595), ('sustainable', 0.011004980607039444), ('people', 0.010279403705808295), ('support', 0.0090183397657906915), ('event', 0.009014213495079677), ('community', 0.0088820721024388816)]|hong,kong,volunteer,work,help,sustainable,people,support,event,community|0.0354,0.0309,0.0153,0.0151,0.0113,0.011,0.0103,0.009,0.009,0.0089|https://www.sassyhongkong.com/whats-on-hk-volunteer-charities-organisations/,www.sassyhongkong.com/health-diet-nutrition-pms-symptoms-tips-registered-dietitian/,http://www.liquid-interiors.com/so-fresh-green-art-and-lifestyles-event/,www.sassyhongkong.com/whats-on-hk-dogs-guide-hong-kong-best-beaches-bars-parks-hikes/,https://www.sassyhongkong.com/eat-drink-tai-kwun-restaurants-dining-guide-new-heritage-arts-centre/,http://www.ecozine.com/article/so-fresh-green,http://www.charged.hk/node/27,http://www.charged.hk/?q=user/register,https://www.mind.org.hk/destigmatizing-mental-health/,trib.al/qmxRmns|www.sassyhongkong.com/living-neigbourhood-guide-sai-ying-pun/,www.sassyhongkong.com/living-coworking-spaces-hong-kong/,www.sassyhongkong.com/the-best-swimwear-stores-in-hong-kong-and-online/,www.sassyhongkong.com/where-to-buy-engagement-rings-in-hong-kong/,www.sassyhongkong.com/whats-on-hk-dogs-guide-hong-kong-best-beaches-bars-parks-hikes/,bit.ly/2HCvefl,bit.ly/2LmlR0P,www.sassyhongkong.com/beauty-vegan-makeup-skincare-products/,https://www.sassyhongkong.com/whats-on-hk-volunteer-charities-organisations/,www.sassyhongkong.com/eat-drink-vegan-restaurants-veggie-friendly-health/
31|topic_31|0.027003300076745968|0.005765001101425148|[('stress', 0.013783255564249851), ('system', 0.011853247607248924), ('uterus', 0.0083320556448219542), ('scientific', 0.0080465864534803675), ('immune', 0.007853252679016258), ('menstrual', 0.0078467793310457497), ('protein', 0.0073760421947479653), ('health', 0.0072592874426952204), ('phd', 0.0068135078378617755), ('endometriosis', 0.0061143048093591302)]|stress,system,uterus,scientific,immune,menstrual,protein,health,phd,endometriosis|0.0138,0.0119,0.0083,0.008,0.0079,0.0078,0.0074,0.0073,0.0068,0.0061|http://www.nuzest.hk/products/,http://www.nuzest.hk/profiles/alex-lamarque/,http://www.nuzest.hk/blog/is-nuzest-organic/,http://www.nuzest.hk/blog/quit-stressing/,http://www.nuzest.hk/profiles/melenibitethesun-org/,http://www.nuzest.hk/blog/pocket-guide-to-seasonal-health/,http://www.nuzest.hk/profiles/robert-verkerk/,http://www.nuzest.hk/clean-lean-protein/,http://www.nuzest.hk/blog/transform-stress-using-food-nutrition/,http://www.nuzest.hk/profiles/cliff-harvey/|https://www.sassyhongkong.com/influencers-that-girl-alexandra-foster-acf-founder-ceo/,www.sassyhongkong.com/beauty-vegan-makeup-skincare-products/,http://www.nuzest.co.uk,trib.al/dgjVomd,http://www.nuzest.hk/blog/transform-stress-using-food-nutrition/,http://www.nuzest.hk/good-green-stuff/,http://www.nuzest.hk/clean-lean-protein/,trib.al/gb8Gxqd,http://www.nuzest.hk,http://www.nuzest.hk/blog/is-nuzest-organic/
32|topic_32|0.0179991557943208|0.0037724838103004384|[('wine', 0.018200170314599896), ('red', 0.014047374574775961), ('make', 0.01017716695861845), ('one', 0.0091118196816031491), ('negroni', 0.0083832037777738684), ('will', 0.0077369652807866033), ('koala', 0.0071957160500639153), ('bitter', 0.0069873609403410504), ('car', 0.0064993540012913123), ('classic', 0.0064539817390194404)]|wine,red,make,one,negroni,will,koala,bitter,car,classic|0.0182,0.014,0.0102,0.0091,0.0084,0.0077,0.0072,0.007,0.0065,0.0065|trib.al/QNvPqiG,trib.al/6Bhy5mQ,https://www.sardinianiche.com/everything-you-need-to-know-about-red-wine/,www.bbc.co.uk/news/uk-england-44681305,https://www.sardinianiche.com/category/drinks/,trib.al/DQ6Ilih,www.sassyhongkong.com/lifestyle-work-money-career-coach-advice/,www.sassyhongkong.com/eat-drink-bars-pubs-specials-happy-hour-may-2018/,trib.al/2jxYe9E,goo.gl/FDDKhG|www.sassyhongkong.com/whats-on-hk-tsim-sha-tsui-neighbourhood-guide-eat-drink-shop/,www.sassyhongkong.com/junk-trip-guide-hong-kong/,www.sassyhongkong.com/whats-on-hk-wong-chuk-hang-neighbourhood-guide-eat-drink-shopping/,www.sassyhongkong.com/home-where-to-buy-birthday-presents-gifts/,trib.al/6Bhy5mQ,https://www.sassyhongkong.com/about-us/team-sassy/,www.sassyhongkong.com/travel-chengdu-foodie-guide-restaurants-street-food/,https://www.sardinianiche.com/everything-you-need-to-know-about-red-wine/,www.sassyhongkong.com/beauty-best-brow-services-hong-kong/,www.sassyhongkong.com/beauty-trend-korean-10-step-skincare-routine/
33|topic_33|0.01968914044512663|0.004888662793622042|[('nail', 0.02557886806745787), ('salon', 0.025044085312047163), ('jazz', 0.023599980883401529), ('shower', 0.011690663836264964), ('manicure', 0.011660768480063767), ('treatment', 0.011563515152833211), ('first', 0.011222375516839463), ('see', 0.010572683569817845), ('gel', 0.0097828827290942725), ('pedicure', 0.0087102032512911872)]|nail,salon,jazz,shower,manicure,treatment,first,see,gel,pedicure|0.0256,0.025,0.0236,0.0117,0.0117,0.0116,0.0112,0.0106,0.0098,0.0087|goo.gl/DEfSbE,www.sassyhongkong.com/travel-keith-ladzinski-photographer-national-geographic/,goo.gl/6HSVFm,goo.gl/1PKPNK,youtu.be/ZesgaJp8dVM,skypost.ulifestyle.com.hk/article/2129090/,bit.ly/2o0ilks,goo.gl/2o5NkK,https://www.yourevercare.com/referral-programme/,bbc.in/2KEzOGI|www.sassyhongkong.com/living-coworking-spaces-hong-kong/,www.sassyhongkong.com/eat-drink-dim-restaurants-dumplings-best-for-every-occassion/,www.sassyhongkong.com/weddings-engagement-celebration-ideas/,www.sassyhongkong.com/whats-on-hk-staycation-summer-hong-kong-hotel-deals/,bit.ly/2NKrlTZ,www.sassyhongkong.com/style-swimsuit-bikini-swimwear-boat-fashion/,righthomeremedies.com/10-best-home-remedies-for-dengue-fever-at-home/,www.sassyhongkong.com/eat-drink-whats-new-852-dining-promotions-deals-restaurants-mercedes-me-jinjuu-brunch/,trib.al/MhSj899,www.sassyhongkong.com/weddings-semi-formal-dresses-hong-kong/
34|topic_34|0.013430698388334612|0.003632060705449347|[('seed', 0.018493857789825582), ('say', 0.011903559266134749), ('jaw', 0.011175362964327556), ('toothbrush', 0.01027955032274927), ('poppy', 0.0098947156886214326), ('will', 0.0097574895597791617), ('even', 0.0097064587098636204), ('beard', 0.0088658119752906238), ('youre', 0.0077153308674231197), ('make', 0.0076861683486502946)]|seed,say,jaw,toothbrush,poppy,will,even,beard,youre,make|0.0185,0.0119,0.0112,0.0103,0.0099,0.0098,0.0097,0.0089,0.0077,0.0077|trib.al/feC4sj1,trib.al/vfIkogv,trib.al/B4VFKac,http://www.scmp.com/property/article/1858422/theres-no-place-your-home-gym-workout,www.wellnessbin.com/natural-alternative-treatments-clear-phlegm/,www.stethnews.com/1950/theres-no-shame-in-being-hairy-heres-why-its-time-to-stop-shaving/,trib.al/KIanDpp,trib.al/IVPH7in,www.wellnessbin.com/reasons-lemon-water-necessary-beauty-routine/,https://www.facebook.com/Liquidinteriors|trib.al/7RJJdie,trib.al/x3txZSd,www.healthline.com/health/food-nutrition/anti-aging-shopping-list,bit.ly/2pm1Iwm,trib.al/enTUPk1,www.wellnessbin.com/natural-alternative-treatments-clear-phlegm/,trib.al/KFyDbVo,http://hk.localiiz.com/ancient-chinese-health-tips-for-winter/,http://www.liquid-interiors.com/style-by-asia-cocoon-2/,https://gifthampers.com.hk/ghen/cards-balloons
35|topic_35|0.018845356868764387|0.003187687199095891|[('dog', 0.013802288996545176), ('one', 0.00857033534909276), ('great', 0.0085157521443999414), ('pup', 0.0083376285338664369), ('hong', 0.0067714325586048932), ('beach', 0.0066910373474664111), ('conscious', 0.0065271821623261589), ('make', 0.0064999383842382248), ('matt', 0.0064191312259760406), ('fashion', 0.0063927961448633627)]|dog,one,great,pup,hong,beach,conscious,make,matt,fashion|0.0138,0.0086,0.0085,0.0083,0.0068,0.0067,0.0065,0.0065,0.0064,0.0064|www.sassyhongkong.com/eatdrink-french-restaurants/,https://www.sassyhongkong.com/whats-on-hk-dogs-guide-hong-kong-best-beaches-bars-parks-hikes/,https://www.sassyhongkong.com/whats-on-hk-shek-tong-tsui-hku-neighbourhood-guide-eat-drink-shop/,www.sassyhongkong.com/eatdrink-mexican-restaurants-in-hong-kong/,www.sassyhongkong.com/beauty-vegan-makeup-skincare-products/,https://www.sassyhongkong.com/influencers-that-girl-alexandra-foster-acf-founder-ceo/,trib.al/oSm56jD,bit.ly/2FpMPFs,www.google.com/amp/s/www.sheknows.com/entertainment/articles/1065943/demi-lovato-fatty-fan-claims-lovato-called-her-fat-and-bullied-her/amp,trib.al/z6m4524|www.sassyhongkong.com/eat-drink-breakfast-ultimate-guide-restaurants-food-coffee/,www.sassyhongkong.com/beauty-nail-art-best-salons-manicure-pedicure/,https://www.sassyhongkong.com/whats-on-hk-dogs-guide-hong-kong-best-beaches-bars-parks-hikes/,bit.ly/2KbzfUJ,www.sassyhongkong.com/beauty-vegan-makeup-skincare-products/,www.sassyhongkong.com/eatdrink-french-restaurants/,https://www.sassyhongkong.com/influencers-that-girl-alexandra-foster-acf-founder-ceo/,http://www.nuzest.co.nz,www.sassyhongkong.com/travel-world-festivals-bucket-list/,trib.al/P2Mx1Gi
36|topic_36|0.015354336147352264|0.004093501185918927|[('stress', 0.022735769064228511), ('adhd', 0.022166781753278762), ('win', 0.020669824304748615), ('enter', 0.018714889030983457), ('day', 0.015615838224176934), ('prize', 0.01461572312506022), ('maternal', 0.012467059505121007), ('child', 0.010967240371433047), ('var', 0.010080464913242156), ('pregnancy', 0.0099037643446986713)]|stress,adhd,win,enter,day,prize,maternal,child,var,pregnancy|0.0227,0.0222,0.0207,0.0187,0.0156,0.0146,0.0125,0.011,0.0101,0.0099|https://www.sassyhongkong.com/sassys-12-days-of-christmas-giveaway-day-10/,https://www.sassyhongkong.com/sassys-12-days-of-christmas-giveaway-day-7/,https://www.sassyhongkong.com/sassys-12-days-of-christmas-giveaway-day-8/,https://www.sassyhongkong.com/sassys-12-days-of-christmas-giveaway-day-11/,https://www.sassyhongkong.com/sassys-12-days-of-christmas-giveaway-day-12/,https://www.sassyhongkong.com/sassys-12-days-of-christmas-giveaway-day-4/,https://www.sassyhongkong.com/sassys-12-days-of-christmas-giveaway-day-5/,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3269259/,https://www.sassyhongkong.com/sassys-12-days-of-christmas-giveaway-day-9/,https://www.sassyhongkong.com/sassys-12-days-of-christmas-giveaway-day-6/|https://www.sassyhongkong.com/sassys-12-days-of-christmas-giveaway-day-9/,https://www.sassyhongkong.com/sassys-12-days-of-christmas-giveaway-day-5/,https://www.sassyhongkong.com/sassys-12-days-of-christmas-giveaway-day-8/,https://www.sassyhongkong.com/sassys-12-days-of-christmas-giveaway-day-11/,www.sassyhongkong.com/weddings-proposal-story-engaged-ideas-bride/,https://www.sassyhongkong.com/sassys-12-days-of-christmas-giveaway-day-4/,https://www.sassyhongkong.com/sassys-12-days-of-christmas-giveaway-day-6/,trib.al/tMNWyt3,https://www.sassyhongkong.com/sassys-12-days-of-christmas-giveaway-day-10/,https://www.sassyhongkong.com/sassys-12-days-of-christmas-giveaway-day-12/
37|topic_37|0.07365234075211051|0.01532977550107774|[('juice', 0.023215550029558461), ('water', 0.020367112917751343), ('add', 0.016351011273369246), ('lemon', 0.014010703924837038), ('drink', 0.013136774955893446), ('one', 0.012571936837540119), ('remedy', 0.011557848877285386), ('cup', 0.010503591640579433), ('help', 0.0098329562527805364), ('make', 0.0094979891485755443)]|juice,water,add,lemon,drink,one,remedy,cup,help,make|0.0232,0.0204,0.0164,0.014,0.0131,0.0126,0.0116,0.0105,0.0098,0.0095|www.healthdigezt.com/cancer-and-many-other-diseases-love-an-acidic-environment/,www.healthybuilderz.com/house-plants-that-scare-away-bugs-and-insects/,righthomeremedies.com/2018/04/14/how-to-stop-grey-hairs-naturally-and-turn-them-black-again/,righthomeremedies.com/amazing-benefits-when-you-drink-water-on-an-empty-stomach/,tasty.co/compilation/one-pan-salmon-4-ways,righthomeremedies.com/what-happens-to-your-body-when-you-eat-yogurt-everyday/,righthomeremedies.com/2018/01/21/kill-thyroid-forever-with-coriander-seeds-in-just-8-days/,trib.al/SQYbbja,righthomeremedies.com/cancer-dies-when-you-start-eating-these-10-foods-immediately/,righthomeremedies.com/natural-ways-to-reduce-bad-cholesterol-within-4-days/|righthomeremedies.com/2018/01/21/kill-thyroid-forever-with-coriander-seeds-in-just-8-days/,www.sassyhongkong.com/whats-on-hk-tsim-sha-tsui-neighbourhood-guide-eat-drink-shop/,http://www.motherearthnews.com/natural-health/natural-allergy-remedies-zmaz06aszraw.aspx,righthomeremedies.com/how-to-whiten-yellow-teeth-naturally-at-home-in-2-minutes/,https://tl.hku.hk/tag/flipped-classroom/,www.sassyhongkong.com/whats-on-hk-volunteer-charities-organisations/,buff.ly/2hpbRKq,http://www.sassyhongkong.com/influencer-that-girl-resham-daswani-founder-spiral-spaces-tea-meditation/,www.sassyhongkong.com/eat-drink-happy-hour-deals-wan-chai-district-bars-specials/,www.sassyhongkong.com/eat-drink-best-egg-tarts-desserts-local-bakery-sweet-treat-portugese-pastry/
38|topic_38|0.02798426707597851|0.006484382093825956|[('immune', 0.027907871885317313), ('mushroom', 0.018186858145742901), ('dog', 0.01676146476071878), ('product', 0.015361123402876899), ('imyunity', 0.014758512296102824), ('use', 0.01417190709500043), ('study', 0.011445958473514954), ('psp', 0.010791596831071421), ('supplement', 0.010565880666863484), ('ingredient', 0.0097910184705591197)]|immune,mushroom,dog,product,imyunity,use,study,psp,supplement,ingredient|0.0279,0.0182,0.0168,0.0154,0.0148,0.0142,0.0114,0.0108,0.0106,0.0098|http://hyy.com.hk/pet-products/im-yunity-for-dogs/,http://hyy.com.hk/pet-products/im-yunity-for-dogs/faq/,http://hyy.com.hk/pet-products/im-yunity-for-dogs/what-is-im-yunity/,http://hyy.com.hk/pet-products/immune-health-for-dogs/,http://hyy.com.hk/pet-products/im-yunity-for-dogs/research-information/%20,http://hyy.com.hk/pet-products/clinical-study-opportunity/,http://hyy.com.hk/pet-products/im-yunity-for-dogs/suggested-dosage/,http://hyy.com.hk/pet-products/,http://hyy.com.hk/about-traditional-chinese-medicine/about-im-yunity-chinese-medicine/,http://hyy.com.hk/chinese-medicine-info/|http://www.motherearthnews.com/natural-health/natural-allergy-remedies-zmaz06aszraw.aspx,www.sassyhongkong.com/whats-on-hk-staycation-summer-hong-kong-hotel-deals/,http://hyy.com.hk/pet-products/im-yunity-for-dogs/,https://realhouse.tips/about-us,www.sassyhongkong.com/whats-on-hk-lamma-island-neighbourhood-guide-eat-drink-shop/,http://hyy.com.hk/about-traditional-chinese-medicine/about-im-yunity-too-chinese-medicine/,http://hyy.com.hk/about-traditional-chinese-medicine/about-im-yunity-chinese-medicine/,http://www.nuzest.hk/good-green-stuff/,https://realhouse.tips/real-canadian-wild-chaga.html,http://hyy.com.hk/pet-products/im-yunity-for-dogs/faq/
